date,word,pos,pronunciation,difficulty,definition,explanation,example,memory,quiz,answer,prompt
2026-03-16,Corroborate,verb,cor-rob-o-RATE,medium,to support a claim with evidence,Corroborate is a verb meaning to support a claim with evidence. Use it when that meaning is exactly what you need in writing or speech.,Two witnesses came forward to corroborate her story.,from corroborare — to strengthen,"What does ""corroborate"" mean?",To support a claim with evidence.,"Give students 60 seconds to use ""corroborate"" in an original sentence that shows it means ""to support a claim with evidence""."
2026-03-17,Focus,verb,FOH-kuhs,easy,to give close attention to one thing,Focus is a verb meaning to give close attention to one thing. Use it when that meaning is exactly what you need in writing or speech.,Focus on the verb in each sentence before you check the commas.,Focus means aim your attention.,"What does ""focus"" mean?",To give close attention to one thing.,"Give students 60 seconds to use ""focus"" in an original sentence that shows it means ""to give close attention to one thing""."
2026-03-18,Cryptic,adjective,cryp-TIC,medium,having a hidden or unclear meaning,Cryptic is an adjective meaning having a hidden or unclear meaning. Use it when that meaning is exactly what you need in writing or speech.,He left a cryptic note that nobody could decode.,from kryptikos — hidden,"What does ""cryptic"" mean?",Having a hidden or unclear meaning.,"Give students 60 seconds to use ""cryptic"" in an original sentence that shows it means ""having a hidden or unclear meaning""."
2026-03-19,Avarice,noun,av-a-RICE,hard,extreme greed for wealth,Avarice is a noun meaning extreme greed for wealth. Use it when that meaning is exactly what you need in writing or speech.,The novel paints the banker's avarice as his fatal flaw.,from avaritia — greed,"What does ""avarice"" mean?",Extreme greed for wealth.,"Give students 60 seconds to use ""avarice"" in an original sentence that shows it means ""extreme greed for wealth""."
2026-03-20,Decorum,noun,de-co-RUM,medium,"proper, polite behavior","Decorum is a noun meaning proper, polite behavior. Use it when that meaning is exactly what you need in writing or speech.",The students were expected to show decorum during the ceremony.,from decorus — fitting,"What does ""decorum"" mean?","Proper, polite behavior.","Give students 60 seconds to use ""decorum"" in an original sentence that shows it means ""proper, polite behavior""."
2026-03-21,Indicate,verb,IN-di-kayt,easy,to point out or show something,Indicate is a verb meaning to point out or show something. Use it when that meaning is exactly what you need in writing or speech.,The heading should indicate what the section will explain.,Indicate means point to it.,"What does ""indicate"" mean?",To point out or show something.,"Give students 60 seconds to use ""indicate"" in an original sentence that shows it means ""to point out or show something""."
2026-03-22,Involve,verb,in-VAHLV,easy,to include as a necessary part,Involve is a verb meaning to include as a necessary part. Use it when that meaning is exactly what you need in writing or speech.,The project will involve a short presentation and a written reflection.,Involve means it is part of the work.,"What does ""involve"" mean?",To include as a necessary part.,"Give students 60 seconds to use ""involve"" in an original sentence that shows it means ""to include as a necessary part""."
2026-03-23,Deference,noun,def-er-ENCE,medium,respectful submission to another's judgment,Deference is a noun meaning respectful submission to another's judgment. Use it when that meaning is exactly what you need in writing or speech.,"Out of deference to her teacher, she stayed quiet during the debate.",from deferre — to bring down,"What does ""deference"" mean?",Respectful submission to another's judgment.,"Give students 60 seconds to use ""deference"" in an original sentence that shows it means ""respectful submission to another's judgment""."
2026-03-24,Deride,verb,de-RIDE,medium,to mock or laugh at scornfully,Deride is a verb meaning to mock or laugh at scornfully. Use it when that meaning is exactly what you need in writing or speech.,Critics derided the film as a cheap imitation.,from deridere — to laugh at,"What does ""deride"" mean?",To mock or laugh at scornfully.,"Give students 60 seconds to use ""deride"" in an original sentence that shows it means ""to mock or laugh at scornfully""."
2026-03-25,Banal,adjective,ba-NAL,hard,boring because it is too common or ordinary,Banal is an adjective meaning boring because it is too common or ordinary. Use it when that meaning is exactly what you need in writing or speech.,"The film's plot was banal, full of predictable twists.",from ban — common,"What does ""banal"" mean?",Boring because it is too common or ordinary.,"Give students 60 seconds to use ""banal"" in an original sentence that shows it means ""boring because it is too common or ordinary""."
2026-03-26,Despondent,adjective,de-spon-DENT,medium,feeling extreme sadness or hopelessness,Despondent is an adjective meaning feeling extreme sadness or hopelessness. Use it when that meaning is exactly what you need in writing or speech.,"After losing the championship, the team felt despondent for weeks.",from despondere — to give up,"What does ""despondent"" mean?",Feeling extreme sadness or hopelessness.,"Give students 60 seconds to use ""despondent"" in an original sentence that shows it means ""feeling extreme sadness or hopelessness""."
2026-03-27,Obtain,verb,uhb-TAYN,easy,to get something through effort,Obtain is a verb meaning to get something through effort. Use it when that meaning is exactly what you need in writing or speech.,Students must obtain parent permission before the field interview.,"Obtain means get, usually by trying.","What does ""obtain"" mean?",To get something through effort.,"Give students 60 seconds to use ""obtain"" in an original sentence that shows it means ""to get something through effort""."
2026-03-28,Disdain,noun,dis-DAIN,medium,a strong feeling that something is unworthy,Disdain is a noun meaning a strong feeling that something is unworthy. Use it when that meaning is exactly what you need in writing or speech.,She looked at the cheap copy with open disdain.,from desdaigner — to scorn,"What does ""disdain"" mean?",A strong feeling that something is unworthy.,"Give students 60 seconds to use ""disdain"" in an original sentence that shows it means ""a strong feeling that something is unworthy""."
2026-03-29,Belie,verb,be-LIE,hard,to give a false idea of something,Belie is a verb meaning to give a false idea of something. Use it when that meaning is exactly what you need in writing or speech.,His calm tone belied the panic he felt inside.,from Old English beleogan — to deceive,"What does ""belie"" mean?",To give a false idea of something.,"Give students 60 seconds to use ""belie"" in an original sentence that shows it means ""to give a false idea of something""."
2026-03-30,Eclectic,adjective,ec-lec-TIC,medium,drawing ideas from many different sources,Eclectic is an adjective meaning drawing ideas from many different sources. Use it when that meaning is exactly what you need in writing or speech.,"Her eclectic playlist mixed jazz, punk, and folk.",from eklektikos — selective,"What does ""eclectic"" mean?",Drawing ideas from many different sources.,"Give students 60 seconds to use ""eclectic"" in an original sentence that shows it means ""drawing ideas from many different sources""."
2026-03-31,Occur,verb,uh-KUR,easy,"to happen, especially at a particular time","Occur is a verb meaning to happen, especially at a particular time. Use it when that meaning is exactly what you need in writing or speech.",Most of the plot twists occur in the final chapter.,Occur means it happens.,"What does ""occur"" mean?","To happen, especially at a particular time.","Give students 60 seconds to use ""occur"" in an original sentence that shows it means ""to happen, especially at a particular time""."
